"city","state","lat","lng"
"Marlborough","MA","42.346946","-71.547181"
"Colquitt","GA","31.172227","-84.733368"
"Alliston(Canada)","ON","44.150002","-79.8666"
"NorthHighlands","CA","38.687868","-121.369445"
"Couderay","WI","45.795831","-91.305543"
"Franklin","PA","41.395214","-79.836964"
"Hooper","NE","41.611838","-96.547783"
"PortTownsend","WA","48.115278","-122.75445"
"GrandFork","ND","47.925705","-97.036068"
"Laconia/Gilford","NH","43.50573","-71.46158"
"OceanCity","MD","38.331578","-75.086163"
"OceanSprings","MS","30.412463","-88.798599"
"MountGilead","NC","35.21441","-80.003382"
"M'Diq(Morocco)","","35.68336","-5.323216"
"Emmaus","PA","40.53676","-75.495191"
"Wylie","TX","33.013834","-96.536679"
"Fulton","MO","38.844393","-91.944662"
"Gouldsboro","PA","41.244825","-75.448034"
"Hinsdale","IL","41.803685","-87.927236"
"Canaan","NH","43.646472","-72.011058"
"Otis","OR","45.024399","-123.945297"
"Denver(unicorporatedarea)","CO","37.42181","-89.36131"
"Wixom","MI","42.525703","-83.536093"
"Reisterstown","MD","39.456413","-76.816576"
"Unadilla","GA","32.261745","-83.736575"
"Oneonta","AL","33.945504","-86.476538"
"Cartersville","GA","34.163937","-84.800036"
"Kingston","PA","41.268869","-75.890618"
"Warren","RI","41.730372","-71.282575"
"PortArthur","TX","29.872307","-93.934199"
"ManhattenBeach","CA","33.885092","-118.40971"
"PortHope(Canada)","ON","43.960443","-78.291539"
"Cornwallville","NY","42.368099","-74.1586"
"Oxford","MD","38.685879","-76.171102"
"RioRancho","NM","35.307106","-106.677074"
"Abbeville","LA","29.973848","-92.134547"
"Belfast(NorthernIreland)","","54.596947","-5.930155"
"Russellville","AL","34.507632","-87.728983"
"Hillsville","NC","35.656602","-78.83481"
"MineralBluff","GA","34.914487","-84.27685"
"Chesnee","SC","35.148663","-81.86237"
"GenevaHills","OH","39.91791","-83.05967"
"Tonasket","WA","48.707099","-119.437533"
"Columbia","MD","39.213641","-76.869905"
"Muscat(SultanateofOman)","","23.59074","58.445991"
"Clarksburg","MD","39.238941","-77.2796"
"Inverness","MS","33.353658","-90.590061"
"Chambersburg","PA","39.937306","-77.659708"
"Clinton","NJ","40.636438","-74.909729"
"Benton","KY","36.857175","-88.348668"
"DrippingSprings","TX","30.190703","-98.087496"
"Leawood","KS","38.91238","-94.626692"
"Racine","WI","42.726126","-87.789462"
"Hampton","VA","37.028265","-76.342338"
"ToaAlta(PuertoRico)","","18.3882","-66.248387"
"Wadsworth","OH","41.025373","-81.729606"
"Moore","OK","35.338274","-97.488365"
"WestColumbia","SC","33.987965","-81.072884"
"SantaCruz","CA","36.97414","-122.028795"
"Bolton(Canada)","ON","43.883301","-79.733299"
"Florenceville(Canada)","NB","46.441469","-67.619343"
"Carlisle","PA","40.201476","-77.189095"
"VernonHills","IL","42.238635","-87.959562"
"Smyrna","TN","35.981948","-86.518531"
"Hazen","ND","47.301001","-101.627972"
"Dillsburg","PA","40.11086","-77.035636"
"Easton","PA","40.689353","-75.216698"
"Shelbyville","KY","38.212255","-85.234475"
"Talbot","TN","36.157407","-83.408184"
"Susanville","CA","40.415483","-120.648932"
"Wilsonville","OR","45.302941","-122.777992"
"Wyoming(rural;central)","WY","43.787401","-79.278492"
"Brainerd","MN","46.354706","-94.202161"
"Edgewood","NM","35.054901","-106.194702"
"Azle","TX","32.890745","-97.542463"
"Springfield","VA","38.7892","-77.1875"
"Lebanon","TN","36.213087","-86.306476"
"Clinton","ME","44.637117","-69.502763"
"Palmyra","NY","43.063585","-77.233388"
"FortDodge","IA","42.501169","-94.169388"
"Dartmouth(Canada)","NS","44.666599","-63.566601"
"Yangon(Myanmar)","","16.80988","96.158713"
"Goldendale","WA","45.820677","-120.822611"
"Rothsay","MN","46.47494","-96.277767"
"GrandLake","CO","40.251227","-105.835276"
"St.Catherines(Canada)","ON","43.159989","-79.247016"
"BrooklynCenter","MN","45.073261","-93.305958"
"BoulderCity","ID","43.840599","-114.5056"
"PuertodelCarmen(GrandCanaryIsland)","","31.658222","-106.184327"
"Qu-appelle(Canada)","SK","50.54256","-103.87801"
"SceneinEnglishmovie(UK/England)","","39.390897","-99.066067"
"Cornwall(Canada)","ON","45.018258","-74.728577"
"Porterfield","WI","45.155144","-87.795012"
"Frederick","MD","39.414181","-77.410935"
"Grapevine","TX","32.939862","-97.078367"
"Eddington","ME","44.824024","-68.693269"
"Dedham","MA","42.246565","-71.17429"
"St.Francis","MN","45.386947","-93.358481"
"Townsend","MT","46.32088","-111.516106"
"Nisku(Canada)","AB","53.33777","-113.52179"
"WestSpringfield","MA","42.105231","-72.621191"
"Brookside","AL","33.63791","-86.918866"
"GrandCanyon","AZ","36.054401","-112.138603"
"Providence","RI","41.824461","-71.412747"
"LaMarque","TX","29.368517","-94.971739"
"Annandale","VA","38.830507","-77.196149"
"HighFalls","NY","41.826939","-74.119531"
"Greene/Lewiston","ME","44.100658","-70.214978"
"CapeGirardeau","MO","37.313167","-89.552421"
"StoraBl sj n(Sweden)","","59.956938","17.70421"
"Lindenhurst","IL","42.407795","-88.029788"
"PortHuron(westof)","MI","43.00613","-82.44943"
"Florence","KY","38.998876","-84.626609"
"Benbrook","TX","32.679121","-97.464135"
"Lakebay","WA","47.257198","-122.757202"
"WestWyalong(Australia)","","-33.924761","147.205147"
"Stanton","MI","43.292569","-85.084809"
"Williamsport","MD","39.599141","-77.821274"
"Angola","IN","41.63478","-85.004"
"BeanStation","TN","36.340358","-83.285376"
"HollySprings","GA","34.173379","-84.501321"
"Fredericksburg","PA","40.444111","-76.430956"
"Theresa","NY","44.215275","-75.797361"
"Sweden(Lat.:67.42381Long.:23.35779)","","43.19915","-77.98104"
"Denair","CA","37.527918","-120.794017"
"WestWindsor","VT","43.467165","-72.47256"
"Hermann","MO","38.704338","-91.437888"
"NewYorkCity(FreshMeadows;Queens)","NY","40.73991","-73.79714"
"Brentwood","TN","35.995514","-86.778892"
"Yreka","CA","41.731582","-122.635649"
"Upland/RanchoCucamonga","CA","34.106399","-117.575764"
"Alabaster","AL","33.244037","-86.816869"
"NWCrazyMtns","MT","47.53155","-122.05646"
"Camarillo","CA","34.225403","-119.050667"
"Marion","LA","32.901429","-92.242051"
"Nicholasville","KY","37.880367","-84.573016"
"TopsailIsland","NC","34.3715","-77.79259"
"TableTopMountain","AZ","41.603222","-88.049681"
"TraverseCity","MI","44.759092","-85.605469"
"SouthNagsHead","NC","35.986341","-75.643616"
"Elmira(Canada)","ON","43.599998","-80.550003"
"Southport","CT","41.135275","-73.285245"
"ElCentro","CA","32.792855","-115.565551"
"Melbourne(Australia)","","-37.814255","144.963146"
"CedarRapids","","41.978122","-91.669808"
"ChicagoHeights","IL","41.501481","-87.641605"
"Maplewood","MO","38.612422","-90.323027"
"Sunflower","AZ","33.864201","-111.466904"
"Bondurant","IA","41.691771","-93.463727"
"DeerLodge","TN","36.201401","-84.759201"
"Homewood","IL","41.563348","-87.668329"
"Acton","MA","42.485272","-71.434008"
"WhiteMarsh","MD","39.370196","-76.442474"
"Martinez","GA","33.517869","-82.077162"
"Corning","IA","40.988077","-94.731883"
"Watson","LA","30.575802","-90.953368"
"Belton","SC","34.525238","-82.495683"
"SaltLick","KY","38.119743","-83.615734"
"CarlisleCumbria(UK/England)","","55.00066","-2.96432"
"Cordova","SC","33.436991","-80.919413"
"Tenerif(Spain)","","41.12162","1.21649"
"Decatur","IL","39.841454","-88.955851"
"DinosaurPoint(PachecoPassonSR152)","CA","37.065125","-121.187469"
"RockawayPark","NY","40.726398","-73.853104"
"NewYorkCity(Queens;Bayside)","NY","40.56298","-73.9158"
"Morris","IL","41.359352","-88.421581"
"EastIslip","NY","40.731147","-73.190852"
"Leven(UK/England)","","55.83956","-4.2739"
"Hawthorne","NY","41.107679","-73.795471"
"FortCobb","OK","35.096465","-98.434982"
"Ridgeland","SC","32.483118","-80.980812"
"Brooks(Canada)","AB","56.747402","-111.456601"
"Stagecoach","TX","30.144129","-95.712005"
"Bayview","TX","29.5147","-95.004204"
"Elkton","MD","39.606563","-75.833085"
"Mckeesport","PA","40.35077","-79.866644"
"EastStroudsburg","PA","41.002827","-75.183229"
"Parma","OH","41.384498","-81.734664"
"Lebanon","ME","43.39434","-70.851651"
"Torrington","WY","42.067992","-104.182981"
"Greensburg","KY","37.260722","-85.501769"
"Willard","NC","34.689999","-77.980003"
"Banff(Canada)","AB","51.72861","-115.35876"
"CarrieressousPoissy(France)","","48.942767","2.032472"
"Tyre","NY","42.991102","-76.802155"
"Georgetown","SC","33.378113","-79.297079"
"LakeJackson","TX","29.036192","-95.448867"
"Idaho/Utahborder","UT","34.903048","-98.202807"
"Ashland","OH","40.86933","-82.317916"
"Torreon","Coahuila(Mexico)","25.543257","-103.409288"
"BattleMountain(54milesfrom)","NV","40.62572","-116.95315"
"RoseMountainPass","NV","31.748173","-106.368794"
"GoodyearLake","NY","42.51758","-74.98085"
"Bethlehem","GA","33.932583","-83.714118"
"Johnson","VT","44.636772","-72.677902"
"In-flightsighting","IL","49.39491","11.77738"
"Oslo","","59.913269","10.739111"
"Bennington","KS","39.035051","-97.593619"
"Louisa","KY","38.114542","-82.603071"
"Clive","UT","40.708599","-113.116699"
"Helixville","PA","40.278599","-79.173103"
"LittleGasparillaIsland","FL","26.83802","-82.29591"
"Hillsville","VA","36.75997","-80.735387"
"Colbinstown(Ireland)","","52.280441","-7.303692"
"Destin(near)","FL","27.9401","-82.37177"
"EastPeoria","IL","40.674609","-89.539942"
"Yadkinville","NC","36.134498","-80.659648"
"Benwood","WV","40.014788","-80.735961"
"Dunwoody","GA","33.94232","-84.31601"
"FairGrove","MO","37.38396","-93.151249"
"Pittsburg","PA","40.442169","-79.994945"
"Tallmadge","OH","41.10611","-81.383381"
"LaCrosse","WI","43.808767","-91.25186"
"Kincardine(Canada)","ON","44.168287","-81.629465"
"Janakpuri(NewDelhi)(India)","","28.62598","77.08134"
"Sandersville","GA","32.981417","-82.811053"
"NorthBay(Canada)","ON","46.309464","-79.46163"
"Albany","GA","31.57846","-84.155875"
"Groesbeck","TX","31.521461","-96.53644"
"BellePlaine","IA","41.897045","-92.276554"
"Cleveland","TN","35.159867","-84.8755"
"Charlivox","MI","45.314792","-85.258723"
"Kanta(Canada)","ON","45.29176","-75.94076"
"Strasburg","VA","38.988485","-78.358835"
"Jamestown","SC","33.283811","-79.69628"
"NorthAugusta","SC","33.513877","-81.957015"
"Seaside","OR","45.993121","-123.920655"
"Coffeyville","KS","37.032981","-95.615716"
"Matawatchan(Canada)","ON","45.098275","-77.180022"
"Derby","CT","41.322959","-73.089594"
"Glastonbury(UK/England)","","54.89329","-1.51975"
"Coventry","CT","41.774042","-72.309999"
"Oxford","CT","41.434813","-73.117134"
"Metz","WV","39.580299","-80.370003"
"NorthOgden","UT","41.303916","-111.968726"
"Cheshire","CT","41.498834","-72.901448"
"Paola","KS","38.576654","-94.868369"
"BerryCreek","CA","39.649083","-121.406105"
"LakeTawakoni","TX","29.2614","-103.7761"
"Faaborg(Denmark)","","55.096953","10.242576"
"Clark","NJ","40.620178","-74.297269"
"Ridgway","IL","37.799206","-88.260133"
"CulpeperCounty","VA","38.471131","-78.006892"
"Platteville","WI","42.732914","-90.4781"
"Columbus","IN","39.201397","-85.921027"
"Valencia(Spain)","","39.469901","-0.375951"
"Plymouth","NH","43.757025","-71.687818"
"Dublin","OH","40.099562","-83.113812"
"NewYorkCity(QueensVillage)","NY","40.713054","-74.007228"
"Quakertown","PA","40.441417","-75.338968"
"BeverlyHills","MI","42.516119","-83.262458"
"Mt.Clemens","MI","42.596795","-82.878335"
"PensandPanama(between)","FL","37.325513","-121.832571"
"MillValley","CA","37.906673","-122.547548"
"YorbaLinda","CA","33.888526","-117.824314"
"Waterville","VT","44.693915","-72.766504"
"MontLaurier(Canada)","QC","46.550394","-75.495988"
"Camillus","NY","43.038991","-76.3076"
"NewTazewell","TN","36.440505","-83.603568"
"Haddam","CT","41.477264","-72.512292"
"LaPalma","CA","33.849902","-118.037303"
"Cieneguilla(Peru)","","-12.105438","-76.831699"
"WestBranch","MI","44.27623","-84.245161"
"MachuPiccu(Peru)","","-13.53487","-71.95825"
"Edinburg","TX","26.299359","-98.162704"
"Lamar","SC","34.17041","-80.064262"
"Rockwell","NC","35.554684","-80.411789"
"N.Hollywood","CA","34.172199","-118.378098"
"Wickenburg","AZ","33.968892","-112.73006"
"Dover(UK/England)","","51.14736","1.31838"
"NewVienna","OH","39.325874","-83.688096"
"Ft.Gratiot","MI","43.038502","-82.484726"
"FallsVillage","CT","41.955028","-73.355309"
"Al-Iskandariyah(Iraq)","","34.395772","40.994368"
"Odense(Denmark)","","55.399723","10.38521"
"SimiValley","CA","34.286321","-118.712804"
"Brunne","H rn sand(Sweden)","62.6511","17.64306"
"CoonRapids","MN","45.171726","-93.304327"
"Salida","CA","37.707026","-121.083481"
"Plattsmouth","NE","41.011212","-95.885034"
"Forestburgh","NY","41.549393","-74.74968"
"Caersws(UK/Wales)","","52.5164","-3.42875"
"PortByron","NY","43.034584","-76.623778"
"RioVista","CA","38.160628","-121.692557"
"Antioch","TN","36.060001","-86.672203"
"Yankeetown","FL","29.031884","-82.720194"
"NorthAdams","MA","42.700543","-73.108704"
"Wheaton","IL","41.866128","-88.106633"
"Kingston","AR","36.050598","-93.518303"
"Winnipeg(MooseLake)(Canada)","MB","49.004801","-97.213617"
"Burkett","TX","31.9958","-99.225304"
"Overbrook","KS","38.780544","-95.556726"
"Faizabad(India)","","26.7789","82.1427"
"Derbyshire(UK/England)","","52.84535","-1.33549"
"Barrie(Canada)","ON","46.30023","-83.793301"
"HudsonFalls","NY","43.309251","-73.580627"
"Satsuma","AL","30.854332","-88.05397"
"Lincoln","ME","45.365999","-68.503174"
"Boxford","MA","42.658945","-71.000636"
"Gaios","Paxos(HellenicRepublic)","51.94909","-7.8424"
"FortDavis","TX","30.587264","-103.894151"
"Morrisville","NY","42.898931","-75.645966"
"Egan","SD","44.000346","-96.650376"
"Highgate","VT","44.97523","-73.104376"
"Rockford","MI","43.119776","-85.559527"
"CollegePlace","WA","46.0439","-118.378229"
"WestChester","PA","39.960481","-75.605214"
"Clarksville","MD","39.203817","-76.939543"
"In-flightsighting","","-25.8375","28.35082"
"Peoria","NY","42.833599","-77.965302"
"Durango/PagosaSprings(between)","CO","40.487969","-106.84484"
"ChinoValley","AZ","34.752833","-112.454137"
"Dallas","NC","35.316547","-81.175842"
"Bellmont","AZ","35.238098","-111.832802"
"SmyrnaMills/Oakfield/IslandFalls","andPatten","46.01408","-68.28643"
"Essex","NC","36.2467","-77.956902"
"Hollister","NC","36.255652","-77.94395"
"ElDorado","AR","33.211855","-92.665489"
"NorthMobileCounty","AL","33.533901","-86.799202"
"Robstown(northof;onIH37)","TX","27.795613","-97.430327"
"RioRico","AZ","31.463249","-110.997113"
"PlayadelRey","CA","33.948898","-118.444702"
"AtlanticOcean","","39.78735","-74.18839"
"Powdersville","SC","34.798393","-82.510022"
"Winder","GA","33.990811","-83.723091"
"Caro","MI","43.489922","-83.39707"
"Asheboro","NC","35.707228","-79.809406"
"Swaffham(UK/England)","","52.6801","0.84381"
"Plainview","NY","40.776415","-73.468453"
"Bethpage","NY","40.738407","-73.481342"
"Medi","PA","39.920341","-75.386992"
"Deming","WA","48.822055","-122.209003"
"Huntsville","TX","30.720391","-95.551435"
"Leesburg","GA","31.732516","-84.170588"
"ParkCity","UT","40.66036","-111.509385"
"Bellingham-Lummi","WA","48.754899","-122.478122"
"ElPaso(FortBliss)","TX","31.80591","-106.43742"
"BloomfieldHills","MI","42.584093","-83.243237"
"Randolph","MA","42.162583","-71.041328"
"Wilmer","TX","32.59067","-96.684108"
"TrabucoCanyon","CA","33.662498","-117.589401"
"Osceola","NE","41.180532","-97.550794"
"Gainesville","VA","38.791953","-77.609846"
"Russellton","PA","40.611777","-79.83529"
"Asbury","NJ","40.69574","-75.010404"
"StaffordSprings","CT","41.953931","-72.302901"
"Conshohocken","PA","40.07803","-75.302186"
"Lincolnton","NC","35.476429","-81.240128"
"PellCity","AL","33.585499","-86.288043"
"CapistranoBeach","CA","33.462502","-117.670799"
"Flushing","NY","40.765301","-73.817802"
"JohnsonCity","NY","42.115476","-75.956045"
"Lumberton","NC","34.617837","-79.004529"
"Wauconda","IL","42.258821","-88.139484"
"BeachPark","IL","42.4293","-87.850049"
"Canton","MA","42.158931","-71.144957"
"ScotchPlains","NJ","40.633118","-74.369859"
"Brean(Sommerset)(UK/England)","","51.29298","-3.00938"
"Mumford","NY","42.992802","-77.860603"
"Shamokin(CoalTownship)","PA","40.327032","-76.022919"
"Kettering(UK/England)","","52.37536","-0.71316"
"Harrisonville","MO","38.653157","-94.349513"
"TrujilloAlto(PuertoRico)","","18.352738","-66.005116"
"Shamokin","PA","40.78776","-76.557105"
"Surrey(UK/England)","","50.72589","-1.90134"
"Franklin/Brentwood","TN","36.001146","-86.808185"
"Petaluma","CA","38.232474","-122.636846"
"Maryville","MO","40.346095","-94.872948"
"Dubuisson(Canada)","QC","45.60101","-73.51728"
"PlayadelasAmericas(Spain)","","40.54214","-3.89673"
"NorthWindham","CT","41.749401","-72.154999"
"Norfolk","MA","42.119308","-71.325102"
"Suwannee","GA","34.058175","-84.065935"
"Northlake","IL","41.916008","-87.893809"
"FernandinaBeach","FL","30.669893","-81.451439"
"Euless","TN","36.052502","-84.203102"
"Sandusky","OH","41.454934","-82.710963"
"Phelps","NY","42.957774","-77.057956"
"Alaska","AK","60.9608","-149.110794"
"Belleview","FL","29.060425","-82.050952"
"Westfield","IN","40.042737","-86.129741"
"Hardin","KY","36.764319","-88.295836"
"BordenSprings","AL","33.929699","-85.470299"
"Milroy/Belleville","PA","40.604146","-77.729987"
"Belfast(Ireland)","","54.2283","-6.32241"
"GigHarbor","WA","47.327772","-122.587523"
"LakeviewEstates","MO","39.939273","-94.059507"
"Armada","MI","42.844008","-82.884646"
"Mt.Pleasant","SC","32.790438","-79.8765"
"Turnersville","NJ","39.759738","-75.058001"
"Paris","TX","33.661426","-95.556321"
"NewIberia","LA","30.002558","-91.816975"
"PortNeches","TX","29.980604","-93.963619"
"Livingston","AL","32.584139","-88.186665"
"GrandRapidstoNYC(inflight)","AB","39.390897","-99.066067"
"Callahan","FL","30.562836","-81.838925"
"Okmulgee","OK","35.623221","-95.971769"
"FortPierce","FL","27.447119","-80.337237"
"Albany(near)","NY","42.67682","-73.74531"
"Shropshire(UK/England)","","52.73934","-1.87391"
"Scipio","IN","39.079103","-85.717042"
"MissionHills","CA","32.7528","-117.186096"
"LaConner","WA","48.388483","-122.492206"
"Eldorado","TX","30.860684","-100.600544"
"Youngsville","NM","36.188932","-106.559421"
"TableRock","SC","35.0642","-82.64411"
"Pickens","SC","34.881214","-82.706178"
"MonteNido","CA","34.080799","-118.686096"
"Vanvouver(Canada)","BC","49.17443","-123.944625"
"Neguac(Canada)","NB","47.27704","-65.06312"
"BirchBay","WA","48.917797","-122.744991"
"Hanover","PA","39.812628","-76.977154"
"NewYorkCity(upstate)","NY","40.713054","-74.007228"
"FranconiaNotch","NH","42.987716","-71.812801"
"FranconiaNotchStatePark","NH","44.17927","-71.69176"
"OrionNebula","","38.77564","-121.2088"
"Bisti","NM","36.5228","-108.162102"
"Bastrop","TX","30.117051","-97.308858"
"Spencerville","OH","40.709361","-84.35543"
"CoosBay","OR","43.367925","-124.218965"
"BodegaBay","CA","38.31745","-123.028646"
"Whitewater","WI","42.850353","-88.72881"
"XianyouPutian(China)","","36.85037","81.66129"
"Gwinn","MI","46.282482","-87.441752"
"Langhorne","PA","40.176768","-74.917008"
"Briarwood(Queens)","NY","40.70749","-73.81761"
"SaintMaries","ID","47.31629","-116.571076"
"Stowe","VT","44.46537","-72.684227"
"Marfa","TX","30.309412","-104.020624"
"CanogaPark","CA","34.201099","-118.597198"
"Waldorf","MD","38.637545","-76.895271"
"Hancock","ME","44.529342","-68.255775"
"Jadranovo(Croatia)","","45.22768","14.61444"
"Martinsburg","WV","39.456216","-77.963914"
"Allen","TX","33.104193","-96.671738"
"MackinawCity","MI","45.774999","-84.730085"
"Frankort","MI","44.633545","-86.234236"
"Beijing(China)","","39.90647","116.391195"
"Waterford","PA","41.945432","-79.986114"
"Hammond","LA","30.503682","-90.458285"
"Texascoast(atsea)","TX","29.80792","-94.97756"
"ElDoradoSprings","MO","37.870288","-94.021903"
"McVeytown","PA","40.497925","-77.741563"
"Clarklake","MI","42.121399","-84.345001"
"Woodland","CA","38.677493","-121.774715"
"LocustGrove","GA","33.343402","-84.106827"
"Sarnia(Canada)","ON","42.987728","-81.319098"
"Henderson/LasVegas","NV","36.169202","-115.140597"
"Oxford(UK/England)","","52.818","-2.1097"
"Lovelock","NV","40.179599","-118.473621"
"Middletown","NJ","40.394098","-74.117227"
"Savannah","TN","35.224562","-88.246449"
"Richmond","IN","39.827286","-84.890357"
"Jersey(ChannelIslands)(UK/England)","","53.65339","-0.04523"
"Lecce(Italy)","","40.357037","18.171848"
"Livingston","NJ","40.783908","-74.314348"
"WhiteCity/EaglePoint","OR","42.427266","-122.833991"
"Papillion","NE","41.156464","-96.042941"
"Blackville","SC","33.353599","-81.275154"
"SaintCloud","FL","28.248887","-81.280117"
"Alabama(in-flight@35","000')","33.67783","-86.69727"
"Tifton-Omega","GA","31.340906","-83.593921"
"Bunn","NC","35.958527","-78.251238"
"Louisiana(??)(inflight)","LA","30.32964","-90.90245"
"McKinney","TX","33.197963","-96.615024"
"Vaughn(Canada)","ON","43.03657","-79.2314"
"Downingtown","PA","40.005305","-75.705961"
"Sydney(BaulkhamHills)(Australia)","","-33.76722","150.96819"
"Solihull(UK/England)","","52.46807","-1.7163"
"Mt.Hood","WA","45.6564","-121.19405"
"Niles","MI","41.829642","-86.252537"
"Ukiah","CA","39.149997","-123.207635"
"Lancaster","KY","37.619336","-84.578721"
"WarnerRobins","GA","32.629183","-83.612988"
"SoddyDaisy","TN","35.235665","-85.190364"
"Llandudno(UK/Wales)","","53.31455","-3.76935"
"EttalongBeachNSW(Australia)","","-33.5577","151.33215"
"Elmo","UT","39.389664","-110.812449"
"FallsChurch","VA","38.883934","-77.173697"
"Swindon(UK/England)","","51.45921","-0.44316"
"Hammond/Whitting","IN","38.04192","-87.27559"
"AltamonteSprings","FL","28.670401","-81.390362"
"Evanston","IL","42.052157","-87.687867"
"Thompson","MO","39.18998","-91.982232"
"Woodway","TX","31.508804","-97.229516"
"Plymouth","PA","41.242273","-75.952293"
"Hortense","GA","31.336399","-81.956398"
"NewYorkCity(StatenIsland)","NY","40.713054","-74.007228"
"WhiteCity","OR","42.427266","-122.833991"
"Marathon","FL","24.71113","-81.09472"
"LewisCenter","OH","40.198299","-83.0103"
"Huffman","TX","30.026899","-95.085602"
"Rasnov(Romania)","","45.593515","25.463894"
"Tijuana(Mexico)","CA","32.53778","-117.03348"
"Gooderham(Canada)","ON","44.899899","-78.383301"
"Oakdale","MN","44.985632","-92.964595"
"Shanghai(China)","","31.225344","121.488892"
"Illinois(centralarea;in-flight","31","45.138429","-77.276364"
"Southport","NC","33.924004","-78.020868"
"HiltonHead","SC","32.1632","-80.753304"
"Hancock","WI","44.133152","-89.520728"
"Lr.Sackville(Canada)","NS","44.869851","-63.537145"
"Xenia","OH","39.68766","-83.931412"
"Baja(Mexico)","","21.109081","-89.398928"
"Pacifica","CA","37.613823","-122.48704"
"NowyPilczyn(Poland)","","50.569595","21.469198"
"Westport","CT","41.14044","-73.353182"
"Jacumba","CA","32.619942","-116.191605"
"Benton(Aurora)","KY","36.77629","-88.15886"
"Merida(Mexico)","","20.967141","-89.6237"
"Dubai(UnitedArabRepublic)","","25.19219","55.28159"
"SouthShore","KY","38.723627","-82.96445"
"Hessel","MI","46.0042","-84.425797"
"Quapaw","OK","36.952914","-94.787884"
"Burlingame","CA","37.584195","-122.366265"
"Downey","ID","42.425029","-112.125737"
"Atascadero","CA","35.480769","-120.666437"
"Edina","MN","44.910489","-93.348666"
"Phoenix","OR","42.274531","-122.81605"
"Danbury","NH","43.525827","-71.862389"
"Hatteras","VA","37.510861","-78.666382"
"Boonville","NC","36.232696","-80.708414"
"Fresno(near)","CA","36.77631","-119.7495"
"WillowSprings","MO","36.993219","-91.971168"
"Mora","MN","45.87578","-93.292054"
"Roseburg","OR","43.210497","-123.34528"
"EastMillinocket","ME","45.625325","-68.574792"
"PuntaGorda(near)(I-75;nearKingsHighwayExit)","FL","26.93165","-82.04102"
"Reading(UK/England)","","51.3986","-1.05677"
"PiceanceCreek","CO","39.82146","-107.94453"
"MidwestU.S.(onairplane","inflight)","32.21213","35.15528"
"Granville","IA","42.981871","-95.87693"
"Kingston","NY","41.927062","-73.997619"
"Debrecen(Hungary)","","47.531399","21.625978"
"Hercules","CA","38.006912","-122.261924"
"Currie","MN","44.069287","-95.666046"
"ClearLake","CA","38.961814","-122.631261"
"AvilaBeach(DiabloCanyonNucularpowerPlant)","CA","35.18986","-120.81008"
"Hawley","MN","46.878498","-96.315805"
"SpringValley","NV","36.092318","-115.258798"
"Markham(Canada)","ON","43.873987","-79.259867"
"Casa","AR","35.022753","-93.04929"
"Anderson","CA","40.450409","-122.30146"
"Peten(Ecudad)(Guatemala)","","16.9772","-90.01962"
"Boaz","AL","34.198284","-86.165656"
"Manchester","KY","37.154459","-83.762624"
"SnowShoe(ingeneralareaof)","PA","40.98349","-77.95158"
"MoscowMills","MO","38.948588","-90.917706"
"NewRochelle","NY","40.911546","-73.782337"
"Lockwood","CA","35.944078","-121.082116"
"TheHague(Netherlands)","","52.079984","4.311346"
"RishonLezion(Israel)","","31.963571","34.810115"
"Greentown","IN","40.477969","-85.966601"
"Perkinston","MS","30.7819","-89.1381"
"GulfofMexico","LA","45.859851","-63.663124"
"Casey","IL","39.29931","-87.992836"
"EarthCity","MO","38.768902","-90.468102"
"Sorrento","FL","28.807793","-81.566159"
"Foster","VA","37.452801","-76.3853"
"Sorn(Mauchline)(UK/Scotland)","","55.51523","-4.30371"
"GoldPoint","NV","37.354698","-117.364197"
"Hewitt","TX","31.46217","-97.195726"
"Mt.Springs","TX","29.652159","-95.584178"
"Vaiden","MS","33.323499","-89.738304"
"Mercedes","TX","26.149094","-97.921709"
"Warsaw","MO","38.244763","-93.38571"
"EastBernstadt","KY","37.190196","-84.115367"
"Malibu(northof;onPac.CoastHwy.)","CA","33.19652","-117.38005"
"PagosaSprings","CO","37.266324","-107.013125"
"Boonsboro","MD","39.505658","-77.654641"
"Whitewood(Canada)","SK","50.33856","-102.12092"
"Howe","TX","33.506037","-96.612861"
"Kazakhstan","","50.5093","64.914497"
"Delta","LA","32.327302","-90.92631"
"Tioga","LA","31.3869","-92.425598"
"PeterboroughLakes(byKawartha;Peterborough)(Canada)","ON","44.28333","-78.37345"
"Dallas(DFWAirport)","TX","32.89031","-97.04341"
"DollySodsWildernessArea","WV","38.96422","-79.3524"
"Frederid","WI","45.659296","-92.466163"
"Ada","MN","47.296093","-96.514159"
"McNeill","MS","30.6686","-89.638298"
"Portsmouth","NH","43.064906","-70.767091"
"CarolinaBeach","NC","34.034858","-77.893785"
"EastLongmeadow","MA","42.064635","-72.512851"
"Fairfield","IA","41.006634","-91.965049"
"Val-d'Or(Canada)","QC","48.102713","-77.787836"
"Clarkton","NC","34.490809","-78.654208"
"Riverton","UT","40.518701","-111.931665"
"GoldenPond(near)","KY","29.600011","-98.509868"
"BeaverDamm","WI","43.45601","-88.841107"
"Unadilla","NE","40.684121","-96.268605"
"Gilbertsville","KY","37.024199","-88.299772"
"Nyack(near;I-80)","CA","39.29299","-120.67668"
"MalmstromAFB(Golf01LCC12SMS)","MT","39.390897","-99.066067"
"Wahoo","NE","41.212016","-96.62255"
